TIMESTAMP,YEAR1,MONTH1,DAY1,HOUR1,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10
2012010101,2012,01,01,01,0,0.596272687,0.42546509,0.378229364,0.273678157,0.268101299,0,0,0,0.594360846
2012010102,2012,01,01,02,0.05487912,0.411180161,0.363850866,0.063011972,0.086795946,0.034542253,0.014708137,0.014953952,0,0.569678987
2012010103,2012,01,01,03,0.110233998,0.167242796,0.297128685,0.036704474,0.006811401,0.020621359,0.035097784,0.07178487,0,0.330538724
2012010104,2012,01,01,04,0.165116056,0.037326166,0.235437948,0.034341525,0.018645987,0.001867149,0.045054711,0.066796456,0,0.211308354
2012010105,2012,01,01,05,0.156940134,0.051206338,0.120903569,0.033553875,0.034811833,0.015173538,0.050159508,0.034797407,0,0.172139682
2012010106,2012,01,01,06,0.168781126,0.042144441,0.071952576,0.009451796,0.021916897,0.012904598,0.052491981,0.023235034,0,0.151354466
2012010107,2012,01,01,07,0.114744854,0.210377418,0.090687468,0.005198488,0.01823263,0.022311247,0.039935307,0.023352906,0,0.160093085
2012010108,2012,01,01,08,0.085424302,0.455914986,0.073510891,0.008664146,0.009641997,0.014925373,0.04145932,0.000813708,0,0.086045847
2012010109,2012,01,01,09,0.153181091,0.531133134,0.035700364,0.008034026,0.005535387,0.096465416,0.166541211,0.141866452,0,0.059543217
2012010110,2012,01,01,10,0.139272625,0.403347154,0.105737231,0.014807813,0.01721721,0.28444476,0.189335594,0.23007663,0.224706034,0.014434204
2012010111,2012,01,01,11,0.083826706,0.494151763,0.149791369,0.09152489,0.309963696,0.46289928,0.167779411,0.210852898,0.296033079,0
2012010112,2012,01,01,12,0.14782445,0.549645909,0.138717969,0.086011342,0.725953416,0.594852342,0.187571804,0.183720555,0.212301331,0.009202974
2012010113,2012,01,01,13,0.138708763,0.482897325,0.125443029,0.092785129,0.749595629,0.505560086,0.281207435,0.305268248,0.194211138,0.099122541
2012010114,2012,01,01,14,0.22206559,0.689358236,0.094499536,0.628859483,0.705537184,0.616560901,0.335072897,0.407470522,0.094973511,0.369193814
2012010115,2012,01,01,15,0.241048769,0.679261956,0.151380742,0.923282924,0.832060314,0.825197055,0.276823573,0.465993415,0,0.665697186
2012010116,2012,01,01,16,0.24584155,0.698782608,0.183847898,0.918714556,0.869172567,0.97456896,0.277813691,0.511984473,0,0.660628238
2012010117,2012,01,01,17,0.239075273,0.688120518,0.239834268,0.913043478,0.840713849,0.944162796,0.246772744,0.464655036,0,0.658992242
2012010118,2012,01,01,18,0.25345362,0.669103793,0.392613082,0.801984877,0.883595126,0.898583094,0.272658203,0.395303573,0,0.659692559
2012010119,2012,01,01,19,0.302039275,0.670765882,0.42655347,0.845935728,0.962321628,0.96190071,0.323212185,0.27545932,0,0.662296614
2012010120,2012,01,01,20,0.516022917,0.669819905,0.511805306,0.926118463,0.956840157,0.950662365,0.494153124,0.535223234,0,0.659621529
2012010121,2012,01,01,21,0.735457175,0.678422075,0.572864076,0.922495274,0.92111175,0.949137921,0.800716506,0.666382782,0,0.661434186
2012010122,2012,01,01,22,0.618926787,0.71294569,0.54925888,0.880592313,0.907354157,0.881128798,0.73665527,0.647159028,0,0.657297691
2012010123,2012,01,01,23,0.815430868,0.736135289,0.569863569,0.892722117,0.918757413,0.910081422,0.732172997,0.576104148,0,0.659713624
2012010200,2012,01,02,00,0.760454834,0.74944081,0.745869481,0.982514178,0.835232378,0.9172664,0.689025248,0.515756195,0,0.660556339
2012010201,2012,01,02,01,0.439244421,0.517385577,0.849110787,0.879489603,0.582626433,0.74157715,0.535971552,0.650565777,0,0.66323811
2012010202,2012,01,02,02,0.205807719,0.358196814,0.835695879,0.506143667,0.333596923,0.43029508,0.086937134,0.371091384,0,0.675627565
2012010203,2012,01,02,03,0.190019729,0.214541466,0.727546,0.064902331,0.148520901,0.198863166,0.131564172,0.276797656,0,0.660623867
2012010204,2012,01,02,04,0.803495886,0.096356674,0.609815778,0.02173913,0.125103339,0.078112998,0.518229559,0.485338877,0,0.665020341
2012010205,2012,01,02,05,0.755004215,0.572234345,0.600802122,0.027410208,0.062021495,0.074544144,0.551510189,0.605548147,0,0.660413356
2012010206,2012,01,02,06,0.376750294,0.534377734,0.566121277,0.031821046,0.02825204,0.026707319,0.479504992,0.437279471,0,0.382846043
2012010207,2012,01,02,07,0.567803766,0.517332526,0.450437744,0.070573409,0.115991517,0.120702899,0.655908359,0.542158439,0,0.430014802
2012010208,2012,01,02,08,0.274222341,0.584496641,0.449661291,0.15973535,0.224758276,0.381371054,0.442494603,0.335685609,0,0.665878089
2012010209,2012,01,02,09,0.154684708,0.382659508,0.391284326,0.399653434,0.659861256,0.785656043,0.247957814,0.21900473,0,0.660615306
2012010210,2012,01,02,10,0.095291795,0.197611196,0.340081385,0.456679269,0.783176378,0.922950568,0.173774305,0.189804084,0,0.661898042
2012010211,2012,01,02,11,0.087491775,0.188390164,0.46694004,0.453056081,0.720957191,0.842285012,0.157745449,0.102202209,0,0.657480701
2012010212,2012,01,02,12,0.023952164,0.246306722,0.495310205,0.502047889,0.67715934,0.804575696,0.056378956,0.049762736,0,0.650915555
2012010213,2012,01,02,13,0.001952942,0.17144221,0.372495421,0.511814745,0.725522088,0.625435767,0.010636779,0.01338362,0,0.661872985
2012010214,2012,01,02,14,0.05948689,0.106346864,0.453770432,0.307971014,0.704054491,0.482327082,0.091631362,0.083465115,0,0.662230307
2012010215,2012,01,02,15,0.023867,0.1237457,0.199462106,0.162728418,0.536213652,0.22781579,0.03872165,0.037595809,0,0.661521884
2012010216,2012,01,02,16,0,0.103084581,0.018216805,0.233459357,0.375031451,0.387279753,0,0,0,0.662569612
2012010217,2012,01,02,17,0,0.157031589,0,0.193289225,0.386749218,0.474645774,0,0,0,0.665052256
2012010218,2012,01,02,18,0,0.234875479,0,0.254883428,0.573883038,0.645844412,0,0,0,0.591885593
2012010219,2012,01,02,19,0,0.104746664,0.049624375,0.143509767,0.351155602,0.377790383,0,0,0,0.66041352
2012010220,2012,01,02,20,0,0.08009831,0.157291268,0.38531821,0.808741598,0.719194999,0,0.00106083,0,0.661781949
2012010221,2012,01,02,21,0.030524623,0.075890054,0.035289404,0.190296156,0.549486,0.575164557,0.026521272,0.023820582,0,0.660683402
2012010222,2012,01,02,22,0.057137486,0.064326192,0.01669765,0.36405167,0.670258078,0.605594356,0.094436859,0.090278612,0,0.596282265
2012010223,2012,01,02,23,0.033643454,0.057058995,0.044533518,0.360113422,0.620107113,0.381453776,0.038600773,0.049641093,0,0.498149895
2012010300,2012,01,03,00,0.010610492,0.048527552,0.006965606,0.192186515,0.416996154,0.391309486,0.013100001,0.018246598,0.000387647,0.55204
2012010301,2012,01,03,01,0.191617324,0.052744651,0.013308247,0.328607435,0.446012005,0.398671725,0.24821934,0.189804127,0,0.399243071
2012010302,2012,01,03,02,0.392726241,0.075341923,0.005224542,0.27173913,0.560332123,0.407782938,0.36565166,0.274120941,0,0.080368659
2012010303,2012,01,03,03,0.27948501,0.058314397,0,0.27347196,0.409510801,0.288923553,0.281796702,0.201606016,0.000387647,0.053605542
2012010304,2012,01,03,04,0.129217178,0.038404753,0.041479904,0.171077505,0.225773696,0.159511232,0.130366349,0.100742208,0,0.012784173
2012010305,2012,01,03,05,0.117658111,0.055202409,0.030750845,0.049936988,0.04564897,0.027120927,0.139132893,0.132132889,0.013309213,0.114280209
2012010306,2012,01,03,06,0.187388399,0.199379369,0.006073018,0.011972275,0.001914022,0,0.174008418,0.196617602,0.059309988,0.299825797
2012010307,2012,01,03,07,0.209096886,0.42656328,0.008756184,0.025362319,0.076255347,0.013058224,0.205547883,0.222289792,0.149114873,0.651490995
2012010308,2012,01,03,08,0.190395639,0.300801869,0.021157439,0.284971645,0.447297006,0.193060824,0.215843004,0.201240978,0.173148986,0.810323828
2012010309,2012,01,03,09,0.150831684,0.228907888,0.014507366,0.56805293,0.85944071,0.504508337,0.172546472,0.170093671,0.000387647,0.709066044
2012010310,2012,01,03,10,0.132882246,0.216928501,0.072777195,0.764965343,0.605010604,0.454768911,0.192675289,0.216328015,0.004393332,0.61137872
2012010311,2012,01,03,11,0.192181183,0.412232237,0.022469538,0.524259609,0.374968549,0.395268314,0.281856336,0.316340169,0.001679804,0.575100662
2012010312,2012,01,03,12,0.240390935,0.626950512,0.005375783,0.178166352,0.216212573,0.430897768,0.264886049,0.26463075,0.020028427,0.589402923
2012010313,2012,01,03,13,0.341979128,0.694760008,0,0.110743541,0.006739513,0.27776793,0.36380236,0.36975307,0.053236852,0.22837844
2012010314,2012,01,03,14,0.54534347,0.688394587,0,0.179111531,0.103339204,0.208187093,0.587860982,0.570994091,0.419434035,0.155725084
2012010315,2012,01,03,15,0.759890956,0.671667653,0.013341556,0.211405167,0.418757413,0.515226717,0.742620918,0.740966053,0.771805143,0.296921296
2012010316,2012,01,03,16,0.828305606,0.672861171,0.372701582,0.484247007,0.869181554,0.678070455,0.806323828,0.740357707,0.842098462,0.369493727
2012010317,2012,01,03,17,0.714500502,0.632644036,0.897476622,0.221644612,0.365209734,0.613299299,0.680438641,0.648254034,0.706938881,0.632890885
2012010318,2012,01,03,18,0.7531247,0.608658747,0.922948484,0.284814115,0.240780346,0.289325345,0.711725981,0.668816145,0.850885127,0.748749131
2012010319,2012,01,03,19,0.696926967,0.617163669,0.921274476,0.486925016,0.20929334,0.234468985,0.620632648,0.525368071,0.698539863,0.834449436
2012010320,2012,01,03,20,0.723146305,0.605334581,0.92479397,0.516698173,0.207460192,0.195046147,0.624891764,0.523299681,0.635094974,0.930250783
2012010321,2012,01,03,21,0.595996603,0.657787479,0.931658286,0.331127914,0.149230797,0.153378003,0.468823049,0.397128569,0.689365551,0.974347648
2012010322,2012,01,03,22,0.409078084,0.685618544,0.942237918,0.174543163,0.105495848,0.1562969,0.36518167,0.359046122,0.619072232,0.979216462
2012010323,2012,01,03,23,0.278921149,0.682144084,0.952883247,0.211720227,0.131582258,0.263693409,0.223925497,0.044983476,0.841193953,0.943824365
2012010400,2012,01,04,00,0.282398265,0.659131287,0.947152761,0.202425961,0.113484418,0.258990085,0.234286484,0.148915628,0.820648663,0.805384414
2012010401,2012,01,04,01,0.318861001,0.661845435,0.924428015,0.211405167,0.113933719,0.187601186,0.328574156,0.287626203,0.844811991,0.792310491
2012010402,2012,01,04,02,0.270087394,0.670836608,0.855308502,0.18257719,0.096204306,0.166672575,0.299205878,0.258668952,0.750226127,0.757884387
2012010403,2012,01,04,03,0.245653601,0.609268767,0.820547539,0.165721487,0.082527587,0.180640739,0.296910701,0.243703579,0,0.718603288
2012010404,2012,01,04,04,0.229583677,0.561360071,0.854895285,0.143509767,0.054778764,0.140686118,0.254089143,0.196982575,0,0.706222593
2012010405,2012,01,04,05,0.304012772,0.635862109,0.798284602,0.183994959,0.055740268,0.120123846,0.3056043,0.232266685,0,0.711732611
2012010406,2012,01,04,06,0.422610647,0.614882724,0.754815608,0.222432262,0.077360627,0.129648669,0.364376585,0.286774549,0,0.797461913
2012010407,2012,01,04,07,0.461234838,0.584673458,0.677754633,0.216918715,0.095997628,0.314224601,0.402335046,0.396398601,0,0.843922172
2012010408,2012,01,04,08,0.404097346,0.676547811,0.651297925,0.469596723,0.233330937,0.422873755,0.295557729,0.261345667,0,0.936495735
2012010409,2012,01,04,09,0.316323649,0.669890639,0.710409481,0.433837429,0.346186334,0.533342787,0.250893678,0.247840339,0,0.985528151
2012010410,2012,01,04,10,0.298092277,0.666548779,0.703995261,0.640989288,0.512894935,0.583767623,0.268927567,0.225331589,0,0.989804024
2012010411,2012,01,04,11,0.076496567,0.639663693,0.776976358,0.601449275,0.483771252,0.595797733,0.092574737,0.084560143,0,0.982576996
2012010412,2012,01,04,12,0.075838735,0.582436716,0.666628121,0.521581601,0.461054599,0.656243722,0.078617121,0.080666713,0,0.97689604
2012010413,2012,01,04,13,0.031951884,0.615545784,0.604520109,0.218809074,0.513649761,0.621583295,0.066180824,0.076164959,0,0.975549922
2012010414,2012,01,04,14,0.007142184,0.610258948,0.295582072,0.478575929,0.441806549,0.717150589,0.021876088,0.043435986,0,0.974664365
2012010415,2012,01,04,15,0,0.634297278,0.319126499,0.128229364,0.373620646,0.785608773,0.031849805,0.07665164,0,0.964737893
2012010416,2012,01,04,16,0,0.613185285,0.305630553,0.270793951,0.450370224,0.749849328,0.02937068,0.06144296,0,0.973167212
2012010417,2012,01,04,17,0.009288953,0.554755946,0.331200517,0.284341525,0.637333309,0.791919264,0.010567438,0.015086994,0,0.96033691
2012010418,2012,01,04,18,0.01389672,0.532379703,0.36002935,0.239130435,0.531846447,0.69652923,0.005418262,0.012531922,0,0.972961623
2012010419,2012,01,04,19,0,0.560263802,0.380483248,0.166509137,0.467488588,0.637903121,0,0,0,0.967263482
2012010420,2012,01,04,20,0,0.558371871,0.653010625,0.102551985,0.21861184,0.606161591,0,0,0,0.912899593
2012010421,2012,01,04,21,0,0.519197951,0.594911846,0.080025205,0.181140146,0.536852554,0,0,0,0.807815474
2012010422,2012,01,04,22,0,0.382783285,0.632734979,0.061751733,0.237662198,0.405183111,0,0.001190123,0,0.566680171
2012010423,2012,01,04,23,0.019450124,0.308431541,0.490039746,0.118777568,0.163922936,0.348164167,0.032697266,0.040272502,0,0.343441322
2012010500,2012,01,05,00,0.058265199,0.286842126,0.454090922,0.094517958,0.087775421,0.244596495,0.073578041,0.064849708,0.037989404,0.15898103
2012010501,2012,01,05,01,0.073019454,0.270566081,0.212823018,0.014335224,0.028548578,0.070857116,0.105580413,0.08370851,0.081018219,0.017693342
2012010502,2012,01,05,02,0.094821916,0.296027797,0.241759881,0.003780718,0,0.001418088,0.138358737,0.141988095,0.123400956,0.001353414
2012010503,2012,01,05,03,0.188140208,0.385523954,0.295388524,0.003780718,0,0,0.239857743,0.221316473,0.09290606,0.058537058
2012010504,2012,01,05,04,0.278075363,0.399837325,0.37932149,0.002835539,0,0.006535021,0.298247806,0.273390929,0.299780333,0.295223131
2012010505,2012,01,05,05,0.219246307,0.469397315,0.491158745,0.016383113,0.018529169,0.019321445,0.230340503,0.208662842,0.443080501,0.541612044
2012010506,2012,01,05,06,0.211822194,0.61841024,0.532259197,0.047416509,0.030857985,0.039245577,0.217815736,0.190899133,0.735495542,0.654069219
2012010507,2012,01,05,07,0.225260778,0.666601822,0.676403816,0.087586641,0.295127781,0.084789828,0.244541111,0.212312942,0.643881638,0.852166948
2012010508,2012,01,05,08,0.201296864,0.695007558,0.771886855,0.218178954,0.40490996,0.261908982,0.193002197,0.19686091,0.690270061,0.936112117
2012010509,2012,01,05,09,0.18062212,0.685432891,0.828460628,0.308601134,0.609009381,0.426868035,0.193823792,0.19795596,0.546582246,0.961503415
2012010510,2012,01,05,10,0.13034489,0.658026183,0.71120799,0.729206049,0.42632364,0.877240874,0.107745091,0.098065428,0.342550717,0.994243676
