"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50","x51","x52","x53","x54","x55","x56","x57","x58","x59","x60","x61","x62","x63","x64","x65","x66","x67","x68","x69","x70","x71","x72","x73","x74","x75","x76","x77","x78","x79","x80","x81","x82","x83","x84","x85","x86","x87","x88","x89","x90","x91","x92","x93","x94","x95","x96","x97","x98","x99"
2.584337872069113,2.3516702915457985,2.5700667263312336,2.2204250566917745,2.1333864146033528,2.222306977314334,2.08266665641966,2.0826666564178704,1.9883888195678527,3.3558884317091406,3.4453157859892047,3.2068436123976274,3.1943456971534903,3.19434569715415,3.194345697153521,3.6341991197498618,3.538578077631384,3.333000073309247,3.9260429062073747,3.9034597305226297,3.8982481975234364,3.872521309946308,3.802809891491921,3.7922797135362356,3.757184465538944,3.7846465749511555,3.730971668400007,3.6709023154147116,3.670530578194521,3.687448229777117,4.456046837092978,4.444944470128052,3.994176336385976,3.7571421558533173,4.374123406353886,4.341839210380271,4.357925221089954,4.357925221089938,4.3428965314520624,4.189347922851381,4.0477240188808326,4.047724018880792,4.047724018880679,4.146371647210754,4.924189243811118,4.913634828719167,4.913634828719115,4.891280772943862,4.8685077396337215,4.868507739633718,4.868507739633714,4.868507739633718,4.853219882054721,4.853219882054708,4.853219882054741,4.853219882054695,4.853219882054749,4.853219882054764,4.770428162565338,5.90955823765399,5.9095582376534805,5.90955823765455,5.909558237654381,5.90955823765375,5.875452978705928,5.952345552573651,6.774986814459037,6.755180177046345,6.7344549144948544,6.753632908790011,6.602096876900315,6.641583503758595,6.641583503758793,6.663728153922988,6.897164673878989,8.021600258788876,7.754035803999838,7.965216301883847,8.523359712838685,8.51922601817033,8.509017768913573,8.446828450960334,8.43816210096853,8.443575691001245,8.44952070574783,8.449106007803218,10.539608208595695,11.396656884395606,11.396656884396801,11.396656884396144,11.325789667955661,11.325789667956649,11.829157693004616,10.841010748575581,10.40208078893432,10.402080788933944,13.194009359939617,13.953021835477193,13.78108704710456
2.590446956107458,2.3616234148952473,2.576689194267009,2.2396253797179004,2.1557178273207525,2.2438021120446754,2.1090374304607566,2.1090374304590305,2.0180513701140623,3.3652264016068467,3.4527729337818025,3.232911139731191,3.221298289622197,3.2212982896228106,3.2212982896222266,3.669088538014649,3.57803546242079,3.382278240440452,3.9706778931631885,3.949903950872619,3.9451099357490595,3.921444137576826,3.8573175946945737,3.847631033680543,3.81699305736993,3.8432789376657084,3.791902980075823,3.7359776905389324,3.735635734754355,3.7511980419592823,4.516016664237836,4.505392656151471,4.074046411420037,3.8472251345986854,4.46191030550492,4.433616141250749,4.447714067975828,4.447714067975814,4.4345427870962615,4.299971383915033,4.175850900798943,4.175850900798907,4.1758509007988085,4.262306583372928,5.027570919553346,5.0205512120661355,5.020551212066101,5.005683601561113,4.990537330446987,4.990537330446985,4.9905373304469824,4.990537330446985,4.9803694256056685,4.9803694256056605,4.980369425605683,4.980369425605652,4.980369425605687,4.980369425605697,4.925304919603631,6.033587894520561,6.033587894520079,6.033587894521092,6.033587894520933,6.033587894520334,6.001256902031965,6.0752165493203165,6.884721364233081,6.866936390019386,6.848326554721742,6.865547051411968,6.729478300141897,6.764934527558385,6.764934527558563,6.78481887359547,7.012716615225042,8.121069574853582,7.861336774931221,8.066335985486512,8.617102659407562,8.613426497792599,8.604348136402981,8.549042168772973,8.541335043371188,8.546149436661956,8.551436434557345,8.551067636959047,10.621553907503257,11.468676010106833,11.468676010107972,11.468676010107346,11.401242549568995,11.401242549569936,11.896955154635213,10.939952805568737,10.522290484410302,10.522290484409941,13.332308228025104,14.095775104088348,13.927312903649971
2.6025792136402943,2.381389693272441,2.589841000003429,2.2777560163574506,2.2000666115998677,2.286490100720988,2.16140813284407,2.161408132842471,2.0769593340655437,3.3837710238320042,3.4675823613346646,3.284679613183182,3.2748244468915164,3.2748244468920387,3.274824446891543,3.738376733250202,3.656395352517667,3.480141587978211,4.059320176249122,4.0421392579433855,4.038174407120066,4.0186018031650725,3.965566472697757,3.9575552819898108,3.9357691675388784,3.959719130622089,3.912908741401835,3.8652133018183727,3.8649304900960293,3.8778011684197127,4.635112977622028,4.625438960249722,4.2326633682990105,4.0261242773513395,4.636249578270599,4.615879366622193,4.626029083313375,4.626029083313364,4.616546499668663,4.51966263556158,4.4303028478589095,4.430302847858884,4.430302847858814,4.492546091250695,5.23288044,5.23288044,5.23288044,5.23288044,5.23288044,5.23288044,5.23288044,5.23288044,5.23288044,5.23288044,5.23288044,5.23288044,5.23288044,5.23288044,5.23288044,6.279903009743997,6.279903009743567,6.279903009744469,6.279903009744328,6.279903009743794,6.251095599102205,6.3192306382557675,7.1026472938408896,7.088877215873659,7.074468486351375,7.087801515638327,6.982449813050531,7.009901920097893,7.009901920098032,7.025297443980477,7.242195519432311,8.318609394495521,8.07442976967346,8.267153331492255,8.803270268581366,8.80050273889857,8.793668263908508,8.75203219806508,8.746230032504233,8.749854458667276,8.753834676389152,8.753557033998218,10.784292923142033,11.611701474306383,11.611701474307406,11.611701474306841,11.55108723750941,11.55108723751026,12.031596658895454,11.136445521782008,10.76101939602854,10.761019396028216,13.606961101284227,14.379274137261564,14.21770827854305
2.633767771423571,2.4322031312215557,2.623650524080427,2.3757789573416015,2.3140746284395757,2.3962286879443178,2.2960382025579724,2.2960382025566997,2.228394830107676,3.4314439338632132,3.505653156132714,3.4177615248751767,3.4124248600374334,3.412424860037719,3.4124248600374516,3.9164968296093647,3.857836176994323,3.731720213084494,4.287194086820561,4.279249803647601,4.277416496654428,4.268366322182738,4.243843320797922,4.240139027092308,4.2411085131018025,4.259053502356858,4.223979881213307,4.197441027708363,4.197310258423098,4.2032615301428065,4.941275473901463,4.93404361044806,4.640422114899806,4.486022712248428,5.084425894,5.084425894,5.084425894,5.084425894,5.084425894,5.084425894,5.084425894,5.084425894,5.084425894,5.084425894,5.7606723884132744,5.778718044961038,5.778718044961127,5.816938411457557,5.855875134533665,5.855875134533674,5.855875134533676,5.855875134533673,5.882013904405641,5.882013904405659,5.882013904405604,5.882013904405683,5.882013904405591,5.882013904405565,6.023568971350434,6.913108592732032,6.913108592731737,6.913108592732355,6.913108592732259,6.913108592731893,6.893359301383844,6.946520941985231,7.6628724151467775,7.6594234850152025,7.65581459467156,7.659154059165688,7.632767087186842,7.639642894237188,7.639642894237221,7.643498942571583,7.8321200280854235,8.826427668442134,8.622230800251819,8.783397186589529,9.281853847966879,9.281422150625549,9.280356064613564,9.273861399338715,9.27295633968854,9.27352170133512,9.274142561671008,9.274099253198926,11.20264830169432,11.979378960758877,11.979378960759608,11.979378960759199,11.936294994243717,11.93629499424432,12.37772138665386,11.64157199284678,11.37472302327124,11.374723023271013,14.313014940382264,15.108068918751737,14.964231578541924
2.6395318912346877,2.4415942273533044,2.629899038323721,2.393895087622349,2.3351450438482697,2.4165100478280666,2.3209198869693557,2.320919886968144,2.256382412890696,3.440254612672855,3.5126892180130103,3.4423570861388724,3.4378555090896725,3.437855509089914,3.4378555090896894,3.949416132365072,3.8950655049806215,3.778215769150436,4.329308651126107,4.323071438601519,4.32163207332585,4.314526603853579,4.295273114514413,4.292364800876492,4.297539867930778,4.314375046695442,4.281470558791699,4.25884176415508,4.2587390946245325,4.263411554769679,4.99785895950178,4.991078443234213,4.7157821326912455,4.571018937406121,5.167255693259058,5.171020418173083,5.1691445961660705,5.169144596166072,5.170897121839968,5.188802733390126,5.20531778119045,5.205317781190455,5.205317781190468,5.193814283182119,5.858216367430707,5.879597135756782,5.879597135756887,5.9248812072582435,5.971014028929947,5.971014028929957,5.97101402892996,5.971014028929956,6.001983641007073,6.0019836410070955,6.00198364100703,6.001983641007124,6.001983641007014,6.001983641006984,6.16970023717069,7.030134614607496,7.030134614607227,7.0301346146077925,7.0301346146077055,7.03013461460737,7.012059401465635,7.062453730290887,7.7664105377763235,7.764869112734478,7.763256196920952,7.764748698653729,7.752955609830532,7.756028603705725,7.75602860370574,7.757751981460116,7.941147049181376,8.920280208647487,8.723472761962503,8.878806902332402,9.370303372,9.370303372,9.370303372,9.370303372,9.370303372,9.370303372,9.370303372,9.370303372,11.27996673822981,12.04733135209703,12.047331352097707,12.047331352097327,12.007487246139952,12.007487246140514,12.441690500399119,11.734927046941145,11.488144787128483,11.488144787128274,14.443504427903262,15.24276127828358,15.102200437919247
2.6441897863401254,2.449183025320761,2.6349483649969763,2.4085344492819463,2.3521717171336567,2.432899097679524,2.341026387151973,2.341026387150812,2.2789987409910717,3.4473743844763263,3.5183749496195222,3.462232374678976,3.4584056190162746,3.4584056190164807,3.4584056190162897,3.976017706274853,3.9251499428980483,3.815788101114549,4.363340772139304,4.35848301671801,4.357361989585531,4.351828005820556,4.336832726784054,4.334567632194805,4.343141163543029,4.359079521800735,4.3279278765567275,4.308458739363317,4.308378776805258,4.3120178493094246,5.043583189612,5.037167399949126,4.776679384920379,4.639703058159343,5.234189159112622,5.240996099373479,5.237604454928444,5.237604454928447,5.240773169201139,5.2731480255158685,5.303008625254037,5.303008625254046,5.303008625254069,5.282209330346223,5.93704013191146,5.961115951925795,5.961115951925914,6.012108093010635,6.064055969456536,6.064055969456548,6.06405596945655,6.064055969456546,6.098929309596205,6.09892930959623,6.098929309596157,6.098929309596262,6.098929309596139,6.098929309596104,6.287786628522754,7.124701513347423,7.124701513347174,7.124701513347697,7.124701513347616,7.124701513347306,7.107979096632229,7.1561372040742235,7.850078076,7.850078076,7.850078076,7.850078076,7.850078076,7.850078076,7.850078076,7.850078076,8.029250080444532,8.996120979134663,8.8052848084449,8.955906002027193,9.441778049586974,9.44212689745952,9.442988384899046,9.448236622372672,9.448967986926643,9.448511127018676,9.448009419487526,9.448044416386749,11.342446558028879,12.102242617197106,12.102242617197737,12.102242617197383,12.065016591906343,12.065016591906867,12.493382941149331,11.81036580667953,11.579799141311401,11.579799141311206,14.548950942748949,15.351604068295227,15.213690916232549
2.6605925546076064,2.475906962135827,2.652729558745096,2.46008693199155,2.4121311129432152,2.4906131038459205,2.4118313872002886,2.4118313871993036,2.358642095015667,3.472446646596041,3.538397242063127,3.532223163392117,3.530772789887907,3.530772789887985,3.5307727898879127,4.069695095420661,4.031092230658225,3.9480989927352748,4.483184818,4.483184818,4.483184818,4.483184818,4.483184818,4.483184818,4.503726034540122,4.516506241182102,4.4915272278471745,4.483184818,4.483184818,4.483184818,5.204600974197017,5.19946956854073,4.99112893645167,4.881574051573445,5.4698952248103625,5.487415320310721,5.478685710191771,5.478685710191776,5.48684152977347,5.570169802493325,5.647026736602047,5.6470267366020686,5.647026736602131,5.5934923115652175,6.2146178603663245,6.248184299493101,6.248184299493269,6.3192773961622635,6.3917029763272835,6.391702976327296,6.3917029763273,6.391702976327294,6.440323287006153,6.440323287006189,6.44032328700609,6.440323287006236,6.4403232870060645,6.440323287006015,6.703627618722382,7.4577186575065255,7.457718657506348,7.457718657506722,7.457718657506664,7.457718657506442,7.445760110693385,7.486043369021334,8.14471314397128,8.150141269163186,8.155821148964115,8.150565307106927,8.19209464573435,8.181273103968984,8.18127310396893,8.175204232664948,8.339504728254285,9.26319410022668,9.09338576597241,9.227410326898926,9.693475983291728,9.69505329824746,9.69894851197666,9.722678407182796,9.725985270546047,9.723919579388895,9.721651109793498,9.721809348203111,11.562469118082195,12.295612527064623,12.295612527065096,12.29561252706483,12.267606067586968,12.267606067587362,12.675417767527554,12.076023247726337,11.902559765657172,11.902559765657026,14.92028063319395,15.734893734922347,15.606304411901222
2.6706036298068754,2.492217339549775,2.6635819261529856,2.4915508759245997,2.448726034639586,2.5258376004894725,2.4550456891040215,2.4550456891031445,2.407250695299491,3.487748960047232,3.5506174156366366,3.574940529,3.574940529,3.574940529,3.574940529,4.126869065808884,4.095751816909427,4.028852086609274,4.556329041934114,4.559293867994519,4.55997806268292,4.5633556101017,4.5725076546603045,4.573890106201206,4.6017355408137615,4.612588237854912,4.591376557034322,4.589825104808963,4.589873908228531,4.587652878954648,5.30287469992513,5.29852719029572,5.122013586641199,5.029194786324104,5.613753329134247,5.637811967457083,5.625824445325888,5.625824445325896,5.637024036877108,5.751450626355035,5.856990757702257,5.856990757702286,5.8569907577023725,5.783477153295497,6.3840314293376625,6.423390262776967,6.423390262777163,6.506751543367908,6.591675247538428,6.591675247538442,6.591675247538446,6.59167524753844,6.648685724656637,6.648685724656678,6.648685724656565,6.648685724656735,6.648685724656535,6.648685724656476,6.957427182060725,7.66096847597966,7.660968475979526,7.660968475979809,7.6609684759797645,7.660968475979597,7.651917454228831,7.687394468551011,8.324537291560425,8.333278355678313,8.342424827391211,8.333961196018876,8.40083706915775,8.38341083319574,8.383410833195654,8.373637957420712,8.528861948907318,9.426196409065987,9.269221960433997,9.393117125220655,9.84709437871918,9.849421462015787,9.8551682450365,9.890178020708554,9.89505678412153,9.892009177573275,9.8886624029262,9.888895859128812,11.696755133607763,12.413631673430139,12.413631673430515,12.413631673430302,12.391252176740384,12.3912521767407,12.786518790601267,12.23816152683849,12.099549738873723,12.099549738873606,15.14691368647776,15.968826301251038,15.845927575826487
2.701767749611827,2.54299096233001,2.697364958578068,2.5894970104554274,2.5626447198255473,2.6354902013958075,2.5895702686330626,2.589570268632519,2.5585675331658875,3.535384515688712,3.58865837983896,3.7079181635754725,3.7124331245309588,3.7124331245307154,3.712433124530941,4.304849595116403,4.297034801240439,4.280233585800642,4.784024400559463,4.796218624332722,4.79903269266754,4.812924424657972,4.850566457295518,4.856252431144224,4.9068356359323,4.911688064377943,4.902203955220232,4.921792511705631,4.9219932384285485,4.9128582242925125,5.608797300775583,5.606890031500972,5.529452831472105,5.488732865091144,6.061578473669178,6.1059913624409905,6.0838620764889635,6.0838620764889795,6.104536821550573,6.315771361212671,6.5106012618740765,6.510601261874132,6.510601261874291,6.374893185135854,6.911409823258092,6.968800173464578,6.9688001734648655,7.0903518727585455,7.214181790906254,7.214181790906269,7.214181790906272,7.214181790906267,7.297310556709192,7.2973105567092515,7.297310556709092,7.2973105567093395,7.2973105567090455,7.297310556708957,7.747496164750813,8.293677907,8.293677907,8.293677907,8.293677907,8.293677907,8.293677907,8.314193255264717,8.88432344516963,8.903377569926938,8.92331541854082,8.904866052892272,9.050644783359887,9.012658370082029,9.012658370081839,8.99135506058291,9.1183242187337,9.933616779010137,9.81659375828521,9.908956474401684,10.32530296111951,10.329964046502383,10.341474698645982,10.41159833963502,10.421370371802453,10.41526609768578,10.408562597896998,10.409030204404736,12.114782707336708,12.78102106402043,12.781021064020512,12.781021064020466,12.776158101665853,12.776158101665924,13.132372310288606,12.742892203078807,12.712772495021131,12.712772495021104,15.85241429292752,16.69705003129347,16.591865933092407
2.710419571857315,2.5570867995236615,2.7067438466482194,2.616688939856843,2.5942709688849614,2.6659320947569825,2.6269171520688523,2.626917152068401,2.6005763045402563,3.548609158725469,3.5992193602993563,3.744835582202194,3.750603992312561,3.750603992312252,3.7506039923125396,4.3542607741378045,4.352915237215303,4.3500224346569745,4.847237473198099,4.861993974004831,4.865399340547631,4.882210033719691,4.927761492780247,4.934642215919794,4.991537909141639,4.994724535452057,4.988496249530604,5.013953721896775,5.01419662575878,5.003142142425161,5.693727919063588,5.692498112393992,5.642566628498181,5.616310406103378,6.185904255107143,6.23596791656007,6.211023061344967,6.211023061344987,6.234328310474514,6.472438795364195,6.692057434397874,6.692057434397936,6.692057434398116,6.539082849809225,7.057821278125703,7.12021756075905,7.1202175607593645,7.252371732260396,7.387002842602283,7.387002842602298,7.3870028426023,7.387002842602295,7.477382600651141,7.477382600651206,7.477382600651033,7.477382600651303,7.477382600650983,7.477382600650885,7.966836112186888,8.469331497234345,8.469331497234382,8.469331497234304,8.469331497234315,8.46933149723436,8.471844253308262,8.48820592497195,9.039731983155798,9.061649232815002,9.084582997094584,9.063361379301929,9.231045220536092,9.187350864900623,9.187350864900402,9.162846461848446,9.2819714775326,10.07448746208972,9.96855580716844,10.05216444511531,10.458063830898285,10.46337288488407,10.47648370964315,10.556355706208281,10.567486213818881,10.560533343796692,10.552897945740455,10.55343055735122,12.230836049585815,12.88301617,12.88301617,12.88301617,12.88301617,12.88301617,13.228388600626332,12.88301617,12.88301617,12.88301617,16.048276261091267,16.899220421688188,16.798954280639194
